row_id,y,factor,label,failed,raw_output
5,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
5,Low,targeted_vulnerability,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
5,Low,educational_tone,-1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
5,Low,systemic_impact,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
5,Low,illicit_goods_or_services,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
6,Low,malicious_intent,-1,0,"{
  ""malicious_intent"": -1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
6,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": -1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
6,Low,targeted_vulnerability,0,0,"{
  ""malicious_intent"": -1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
6,Low,educational_tone,0,0,"{
  ""malicious_intent"": -1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
6,Low,systemic_impact,0,0,"{
  ""malicious_intent"": -1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
6,Low,illicit_goods_or_services,1,0,"{
  ""malicious_intent"": -1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
7,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
7,Low,specificity_of_instructions,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
7,Low,targeted_vulnerability,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
7,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
7,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
7,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
8,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
8,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
8,Low,targeted_vulnerability,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
8,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
8,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
8,Low,illicit_goods_or_services,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
9,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
9,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
9,Low,targeted_vulnerability,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
9,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
9,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
9,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
10,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
10,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
10,Low,targeted_vulnerability,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
10,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
10,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
10,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
11,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
11,Low,specificity_of_instructions,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
11,Low,targeted_vulnerability,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
11,Low,educational_tone,-1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
11,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
11,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 0,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
12,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
12,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
12,Low,targeted_vulnerability,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
12,Low,educational_tone,-1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
12,Low,systemic_impact,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
12,Low,illicit_goods_or_services,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 1
}"
13,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
13,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
13,Low,targeted_vulnerability,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
13,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
13,Low,systemic_impact,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
13,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
14,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
14,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
14,Low,targeted_vulnerability,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
14,Low,educational_tone,-1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
14,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
14,Low,illicit_goods_or_services,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": -1,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 1
}"
15,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
15,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
15,Low,targeted_vulnerability,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
15,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
15,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
15,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
16,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
16,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
16,Low,targeted_vulnerability,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
16,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
16,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
16,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 0,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
17,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
17,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
17,Low,targeted_vulnerability,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
17,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
17,Low,systemic_impact,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
17,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 1,
  ""illicit_goods_or_services"": 0
}"
18,Low,malicious_intent,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
18,Low,specificity_of_instructions,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
18,Low,targeted_vulnerability,1,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
18,Low,educational_tone,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
18,Low,systemic_impact,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
18,Low,illicit_goods_or_services,0,0,"{
  ""malicious_intent"": 1,
  ""specificity_of_instructions"": 1,
  ""targeted_vulnerability"": 1,
  ""educational_tone"": 0,
  ""systemic_impact"": 0,
  ""illicit_goods_or_services"": 0
}"
